name,rss_url,domain,category,already_in_docuaction
NE - Omaha World-Herald,https://omaha.com/search/?f=rss&t=article&l=50,omaha.com,Regional,False
NE - Lincoln Journal Star,https://journalstar.com/search/?f=rss&t=article&l=50,journalstar.com,Regional,False
NE - Fremont Tribune,https://www.fremonttribune.com/search/?f=rss&t=article&l=50,fremonttribune.com,Regional,False
NE - Kearney Hub,https://www.kearneyhub.com/search/?f=rss&t=article&l=50,kearneyhub.com,Regional,False
NE - Grand Island Independent,https://www.theindependent.com/search/?f=rss&t=article&l=50,theindependent.com,Regional,False
NE - Scottsbluff Star-Herald,https://www.starherald.com/search/?f=rss&t=article&l=50,starherald.com,Regional,False
NE - Norfolk Daily News,https://www.norfolkdailynews.com/search/?f=rss&t=article&l=50,norfolkdailynews.com,Regional,False
NV - Las Vegas Review-Journal,https://www.reviewjournal.com/feed/,reviewjournal.com,Regional,False
NV - Las Vegas Sun,https://lasvegassun.com/feed/,lasvegassun.com,Regional,False
NV - Reno Gazette-Journal,https://www.rgj.com/rss/,rgj.com,Regional,False
NV - Nevada Independent,https://thenevadaindependent.com/feed/,thenevadaindependent.com,Regional,False
NV - Las Vegas Weekly,https://lasvegasweekly.com/feed/,lasvegasweekly.com,Regional,False
NV - Las Vegas Business Press,https://www.bizjournals.com/lasvegas/feed/latest/,bizjournals.com,Regional,False
NH - Union Leader Manchester,https://www.unionleader.com/search/?f=rss&t=article&l=50,unionleader.com,Regional,False
NH - Concord Monitor,https://www.concordmonitor.com/feed/,concordmonitor.com,Regional,False
NH - Keene Sentinel,https://www.sentinelsource.com/search/?f=rss&t=article&l=50,sentinelsource.com,Regional,False
NH - Laconia Daily Sun,https://laconiadailysun.com/feed/,laconiadailysun.com,Regional,False
NJ - NJ.com / Star-Ledger,https://www.nj.com/arcio/rss/,nj.com,Regional,False
NJ - Bergen Record,https://www.northjersey.com/arcio/rss/,northjersey.com,Regional,False
NJ - Asbury Park Press,https://www.app.com/rss/,app.com,Regional,False
NJ - Courier-Post Cherry Hill,https://www.courierpostonline.com/rss/,courierpostonline.com,Regional,False
NJ - Burlington County Times,https://www.burlingtoncountytimes.com/rss/,burlingtoncountytimes.com,Regional,False
NJ - Home News Tribune,https://www.mycentraljersey.com/rss/,mycentraljersey.com,Regional,False
NJ - Times of Trenton,https://www.nj.com/times-of-trenton/index.ssf/rss2.0.xml,nj.com,Regional,False
NJ - New Jersey Business Jrnl,https://www.bizjournals.com/newjersey/feed/latest/,bizjournals.com,Regional,False
NJ - NJ Spotlight News,https://www.njspotlightnews.org/feed/,njspotlightnews.org,Regional,False
NM - Albuquerque Journal,https://www.abqjournal.com/feed/,abqjournal.com,Regional,False
NM - Santa Fe New Mexican,https://www.santafenewmexican.com/search/?f=rss&t=article&l=50,santafenewmexican.com,Regional,False
NM - Las Cruces Sun-News,https://www.lcsun-news.com/rss/,lcsun-news.com,Regional,False
NM - Roswell Daily Record,https://www.rdrnews.com/search/?f=rss&t=article&l=50,rdrnews.com,Regional,False
NM - Farmington Daily Times,https://www.daily-times.com/rss/,daily-times.com,Regional,False
NM - New Mexico Political Report,https://nmpoliticalreport.com/feed/,nmpoliticalreport.com,Regional,False
NY - NY Daily News,https://www.nydailynews.com/arcio/rss/,nydailynews.com,Regional,False
NY - Newsday Long Island,https://www.newsday.com/rss,newsday.com,Regional,False
NY - Buffalo News,https://buffalonews.com/search/?f=rss&t=article&l=50,buffalonews.com,Regional,False
NY - Rochester Democrat & Chronicle,https://www.democratandchronicle.com/rss/,democratandchronicle.com,Regional,False
NY - Albany Times-Union,https://www.timesunion.com/search/?f=rss&t=article&l=50,timesunion.com,Regional,False
NY - Syracuse Post-Standard,https://www.syracuse.com/arcio/rss/,syracuse.com,Regional,False
NY - Binghamton Press & Sun-Bull,https://www.pressconnects.com/rss/,pressconnects.com,Regional,False
NY - Utica Observer-Dispatch,https://www.uticaod.com/search/?f=rss&t=article&l=50,uticaod.com,Regional,False
NY - Poughkeepsie Journal,https://www.poughkeepsiejournal.com/rss/,poughkeepsiejournal.com,Regional,False
NY - Journal News Westchester,https://www.lohud.com/arcio/rss/,lohud.com,Regional,False
NY - Staten Island Advance,https://www.silive.com/arcio/rss/,silive.com,Regional,False
NY - New York Business Journal,https://www.bizjournals.com/newyork/feed/latest/,bizjournals.com,Regional,False
NY - City & State NY,https://www.cityandstateny.com/feed/,cityandstateny.com,Regional,False
NY - Gothamist,https://gothamist.com/feed,gothamist.com,Regional,False
NY - The City NYC,https://www.thecity.nyc/feed/,thecity.nyc,Regional,False
NY - Observer NY,https://observer.com/feed/,observer.com,Regional,False
NC - Charlotte Observer,https://www.charlotteobserver.com/news/local/rss,charlotteobserver.com,Regional,False
NC - News & Observer Raleigh,https://www.newsobserver.com/news/local/rss,newsobserver.com,Regional,False
NC - Winston-Salem Journal,https://www.journalnow.com/search/?f=rss&t=article&l=50,journalnow.com,Regional,False
NC - Greensboro News & Record,https://greensboro.com/search/?f=rss&t=article&l=50,greensboro.com,Regional,False
NC - Durham Herald-Sun,https://www.heraldsun.com/news/local/rss,heraldsun.com,Regional,False
NC - Fayetteville Observer,https://www.fayobserver.com/rss/,fayobserver.com,Regional,False
NC - Wilmington Star-News,https://www.starnewsonline.com/rss/,starnewsonline.com,Regional,False
NC - Asheville Citizen-Times,https://www.citizen-times.com/rss/,citizen-times.com,Regional,False
NC - Statesville Record Landmark,https://www.statesville.com/search/?f=rss&t=article&l=50,statesville.com,Regional,False
NC - High Point Enterprise,https://www.hpenews.com/search/?f=rss&t=article&l=50,hpenews.com,Regional,False
NC - Rocky Mount Telegram,https://www.rockymounttelegram.com/search/?f=rss&t=article&l=50,rockymounttelegram.com,Regional,False
NC - Charlotte Business Journal,https://www.bizjournals.com/charlotte/feed/latest/,bizjournals.com,Regional,False
NC - NC Policy Watch,https://ncpolicywatch.com/feed/,ncpolicywatch.com,Regional,False
NC - Carolina Public Press,https://carolinapublicpress.org/feed/,carolinapublicpress.org,Regional,False
ND - Bismarck Tribune,https://bismarcktribune.com/search/?f=rss&t=article&l=50,bismarcktribune.com,Regional,False
ND - Fargo Forum,https://www.inforum.com/search/?f=rss&t=article&l=50,inforum.com,Regional,False
ND - Grand Forks Herald,https://www.grandforksherald.com/search/?f=rss&t=article&l=50,grandforksherald.com,Regional,False
ND - Minot Daily News,https://www.minotdailynews.com/feed/,minotdailynews.com,Regional,False
ND - Dickinson Press,https://www.thedickinsonpress.com/search/?f=rss&t=article&l=50,thedickinsonpress.com,Regional,False
OH - Cleveland Plain Dealer,https://www.cleveland.com/arcio/rss/,cleveland.com,Regional,False
OH - Columbus Dispatch,https://www.dispatch.com/search/?f=rss&t=article&l=50,dispatch.com,Regional,False
OH - Cincinnati Enquirer,https://www.cincinnati.com/rss/,cincinnati.com,Regional,False
OH - Toledo Blade,https://www.toledoblade.com/search/?f=rss&t=article&l=50,toledoblade.com,Regional,False
OH - Akron Beacon Journal,https://www.beaconjournal.com/search/?f=rss&t=article&l=50,beaconjournal.com,Regional,False
OH - Dayton Daily News,https://www.daytondailynews.com/rss/,daytondailynews.com,Regional,False
OH - Youngstown Vindicator,https://www.vindy.com/rss/news/,vindy.com,Regional,False
OH - Canton Repository,https://www.cantonrep.com/search/?f=rss&t=article&l=50,cantonrep.com,Regional,False
OH - Springfield News-Sun,https://www.springfieldnewssun.com/rss/,springfieldnewssun.com,Regional,False
OH - Mansfield News Journal,https://www.mansfieldnewsjournal.com/rss/,mansfieldnewsjournal.com,Regional,False
OH - Cleveland Business,https://www.crainscleveland.com/rss/,crainscleveland.com,Regional,False
OH - Columbus Business First,https://www.bizjournals.com/columbus/feed/latest/,bizjournals.com,Regional,False
OH - Cincinnati Business Courier,https://www.bizjournals.com/cincinnati/feed/latest/,bizjournals.com,Regional,False
OH - Ohio Capital Journal,https://ohiocapitaljournal.com/feed/,ohiocapitaljournal.com,Regional,False
OK - Oklahoman,https://www.oklahoman.com/rss/,oklahoman.com,Regional,False
OK - Tulsa World,https://tulsaworld.com/search/?f=rss&t=article&l=50,tulsaworld.com,Regional,False
OK - Lawton Constitution,https://www.swoknews.com/search/?f=rss&t=article&l=50,swoknews.com,Regional,False
OK - Enid News & Eagle,https://www.enidnews.com/search/?f=rss&t=article&l=50,enidnews.com,Regional,False
OK - Muskogee Phoenix,https://www.muskogeephoenix.com/search/?f=rss&t=article&l=50,muskogeephoenix.com,Regional,False
OK - Oklahoma Watch,https://oklahomawatch.org/feed/,oklahomawatch.org,Regional,False
OR - Oregonian Portland,https://www.oregonlive.com/arcio/rss/,oregonlive.com,Regional,False
OR - Eugene Register-Guard,https://www.registerguard.com/search/?f=rss&t=article&l=50,registerguard.com,Regional,False
OR - Salem Statesman Journal,https://www.statesmanjournal.com/rss/,statesmanjournal.com,Regional,False
OR - Medford Mail Tribune,https://www.mailtribune.com/search/?f=rss&t=article&l=50,mailtribune.com,Regional,False
OR - Bend Bulletin,https://www.bendbulletin.com/search/?f=rss&t=article&l=50,bendbulletin.com,Regional,False
OR - Corvallis Gazette-Times,https://www.gazettetimes.com/search/?f=rss&t=article&l=50,gazettetimes.com,Regional,False
OR - Albany Democrat-Herald,https://democratherald.com/search/?f=rss&t=article&l=50,democratherald.com,Regional,False
OR - Portland Business Journal,https://www.bizjournals.com/portland/feed/latest/,bizjournals.com,Regional,False
OR - Willamette Week,https://www.wweek.com/feed/,wweek.com,Regional,False
OR - Oregon Public Broadcasting,https://www.opb.org/rss/news/,opb.org,Regional,False
PA - Harrisburg Patriot-News,https://www.pennlive.com/arcio/rss/,pennlive.com,Regional,False
PA - Pittsburgh Tribune-Review,https://triblive.com/feed/,triblive.com,Regional,False
PA - Allentown Morning Call,https://www.mcall.com/arcio/rss/,mcall.com,Regional,False
PA - Reading Eagle,https://www.readingeagle.com/search/?f=rss&t=article&l=50,readingeagle.com,Regional,False
PA - Lancaster Intelligencer Jrnl,https://lancasteronline.com/search/?f=rss&t=article&l=50,lancasteronline.com,Regional,False
PA - Scranton Times-Tribune,https://www.thetimes-tribune.com/search/?f=rss&t=article&l=50,thetimes-tribune.com,Regional,False
PA - Erie Times-News,https://www.goerie.com/search/?f=rss&t=article&l=50,goerie.com,Regional,False
PA - Wilkes-Barre Citizens Voice,https://www.citizensvoice.com/search/?f=rss&t=article&l=50,citizensvoice.com,Regional,False
PA - Pittsburgh Business Times,https://www.bizjournals.com/pittsburgh/feed/latest/,bizjournals.com,Regional,False
PA - Philadelphia Business Jrnl,https://www.bizjournals.com/philadelphia/feed/latest/,bizjournals.com,Regional,False
PA - Spotlight PA,https://www.spotlightpa.org/feed/,spotlightpa.org,Regional,False
PA - Pennsylvania Capital-Star,https://www.penncapital-star.com/feed/,penncapital-star.com,Regional,False
RI - Providence Journal,https://www.providencejournal.com/arcio/rss/,providencejournal.com,Regional,False
RI - Woonsocket Call,https://www.woonsocketcall.com/search/?f=rss&t=article&l=50,woonsocketcall.com,Regional,False
RI - Newport Daily News,https://www.newportri.com/search/?f=rss&t=article&l=50,newportri.com,Regional,False
RI - Rhode Island Current,https://rhodeislandcurrent.com/feed/,rhodeislandcurrent.com,Regional,False
SC - State Columbia,https://www.thestate.com/news/local/rss,thestate.com,Regional,False
SC - Greenville News,https://www.greenvilleonline.com/rss/,greenvilleonline.com,Regional,False
SC - Post and Courier Charleston,https://www.postandcourier.com/feed/,postandcourier.com,Regional,False
SC - Myrtle Beach Sun News,https://www.myrtlebeachonline.com/news/local/rss,myrtlebeachonline.com,Regional,False
SC - Rock Hill Herald,https://www.heraldonline.com/news/local/rss,heraldonline.com,Regional,False
SC - Anderson Independent Mail,https://www.independentmail.com/rss/,independentmail.com,Regional,False
SC - Spartanburg Herald-Journal,https://www.goupstate.com/search/?f=rss&t=article&l=50,goupstate.com,Regional,False
SD - Argus Leader Sioux Falls,https://www.argusleader.com/rss/,argusleader.com,Regional,False
SD - Rapid City Journal,https://rapidcityjournal.com/search/?f=rss&t=article&l=50,rapidcityjournal.com,Regional,False
SD - Aberdeen American News,https://www.aberdeennews.com/search/?f=rss&t=article&l=50,aberdeennews.com,Regional,False
SD - Watertown Public Opinion,https://www.thepublicopinion.com/search/?f=rss&t=article&l=50,thepublicopinion.com,Regional,False
SD - South Dakota Searchlight,https://southdakotasearchlight.com/feed/,southdakotasearchlight.com,Regional,False
TN - Tennessean Nashville,https://www.tennessean.com/rss/,tennessean.com,Regional,False
TN - Memphis Commercial Appeal,https://www.commercialappeal.com/rss/,commercialappeal.com,Regional,False
TN - Knoxville News Sentinel,https://www.knoxnews.com/rss/,knoxnews.com,Regional,False
TN - Chattanooga Times Free Press,https://www.timesfreepress.com/search/?f=rss&t=article&l=50,timesfreepress.com,Regional,False
TN - Jackson Sun,https://www.jacksonsun.com/rss/,jacksonsun.com,Regional,False
TN - Clarksville Leaf-Chronicle,https://www.theleafchronicle.com/rss/,theleafchronicle.com,Regional,False
TN - Johnson City Press,https://www.johnsoncitypress.com/search/?f=rss&t=article&l=50,johnsoncitypress.com,Regional,False
TN - Nashville Business Journal,https://www.bizjournals.com/nashville/feed/latest/,bizjournals.com,Regional,False
TN - Tennessee Lookout,https://tennesseelookout.com/feed/,tennesseelookout.com,Regional,False
TX - Dallas Morning News,https://www.dallasnews.com/arcio/rss/,dallasnews.com,Regional,False
TX - Houston Chronicle,https://www.houstonchronicle.com/arcio/rss/,houstonchronicle.com,Regional,False
TX - San Antonio Express-News,https://www.mysanantonio.com/arcio/rss/,mysanantonio.com,Regional,False
TX - Austin American-Statesman,https://www.statesman.com/arcio/rss/,statesman.com,Regional,False
TX - Fort Worth Star-Telegram,https://www.star-telegram.com/news/local/rss,star-telegram.com,Regional,False
TX - El Paso Times,https://www.elpasotimes.com/rss/,elpasotimes.com,Regional,False
TX - Corpus Christi Caller-Times,https://www.caller.com/rss/,caller.com,Regional,False
TX - Lubbock Avalanche-Journal,https://www.lubbockonline.com/rss/,lubbockonline.com,Regional,False
TX - Waco Tribune-Herald,https://wacotrib.com/search/?f=rss&t=article&l=50,wacotrib.com,Regional,False
TX - Amarillo Globe-News,https://www.amarillo.com/search/?f=rss&t=article&l=50,amarillo.com,Regional,False
TX - Abilene Reporter-News,https://www.reporternews.com/rss/,reporternews.com,Regional,False
TX - Beaumont Enterprise,https://www.beaumontenterprise.com/arcio/rss/,beaumontenterprise.com,Regional,False
TX - Laredo Morning Times,https://www.lmtonline.com/search/?f=rss&t=article&l=50,lmtonline.com,Regional,False
TX - Midland Reporter-Telegram,https://www.mrt.com/search/?f=rss&t=article&l=50,mrt.com,Regional,False
TX - McAllen Monitor,https://www.themonitor.com/search/?f=rss&t=article&l=50,themonitor.com,Regional,False
TX - Tyler Morning Telegraph,https://tylerpaper.com/search/?f=rss&t=article&l=50,tylerpaper.com,Regional,False
TX - Odessa American,https://www.oaoa.com/search/?f=rss&t=article&l=50,oaoa.com,Regional,False
TX - Longview News-Journal,https://www.news-journal.com/search/?f=rss&t=article&l=50,news-journal.com,Regional,False
TX - Houston Business Journal,https://www.bizjournals.com/houston/feed/latest/,bizjournals.com,Regional,False
TX - Dallas Business Journal,https://www.bizjournals.com/dallas/feed/latest/,bizjournals.com,Regional,False
TX - San Antonio Business Jrnl,https://www.bizjournals.com/sanantonio/feed/latest/,bizjournals.com,Regional,False
TX - Austin Business Journal,https://www.bizjournals.com/austin/feed/latest/,bizjournals.com,Regional,False
TX - Texas Tribune,https://www.texastribune.org/feed/,texastribune.org,Regional,False
TX - Dallas Observer,https://www.dallasobserver.com/feed/,dallasobserver.com,Regional,False
TX - Houston Press,https://www.houstonpress.com/feed/,houstonpress.com,Regional,False
UT - Salt Lake Tribune,https://www.sltrib.com/feed/,sltrib.com,Regional,False
UT - Deseret News,https://www.deseret.com/rss,deseret.com,Regional,False
UT - Provo Daily Herald,https://www.heraldextra.com/search/?f=rss&t=article&l=50,heraldextra.com,Regional,False
UT - St. George Spectrum,https://www.thespectrum.com/rss/,thespectrum.com,Regional,False
UT - Ogden Standard-Examiner,https://www.standard.net/search/?f=rss&t=article&l=50,standard.net,Regional,False
UT - Cache Valley Daily,https://www.cachevalleydaily.com/search/?f=rss&t=article&l=50,cachevalleydaily.com,Regional,False
VT - Burlington Free Press,https://www.burlingtonfreepress.com/rss/,burlingtonfreepress.com,Regional,False
VT - Barre Times Argus,https://www.timesargus.com/search/?f=rss&t=article&l=50,timesargus.com,Regional,False
VT - Brattleboro Reformer,https://www.reformer.com/search/?f=rss&t=article&l=50,reformer.com,Regional,False
VT - Rutland Herald,https://www.rutlandherald.com/search/?f=rss&t=article&l=50,rutlandherald.com,Regional,False
VT - VTDigger,https://vtdigger.org/feed/,vtdigger.org,Regional,False
VA - Richmond Times-Dispatch,https://richmond.com/search/?f=rss&t=article&l=50,richmond.com,Regional,False
VA - Virginian-Pilot Norfolk,https://www.pilotonline.com/arcio/rss/,pilotonline.com,Regional,False
VA - Washington Post (VA),https://feeds.washingtonpost.com/rss/local/virginia,feeds.washingtonpost.com,Regional,True
VA - Roanoke Times,https://roanoke.com/search/?f=rss&t=article&l=50,roanoke.com,Regional,False
VA - Daily Press Newport News,https://www.dailypress.com/arcio/rss/,dailypress.com,Regional,False
VA - Fredericksburg Free Lance-Star,https://www.fredericksburg.com/search/?f=rss&t=article&l=50,fredericksburg.com,Regional,False
VA - Lynchburg News & Advance,https://newsadvance.com/search/?f=rss&t=article&l=50,newsadvance.com,Regional,False
VA - Charlottesville Daily Progress,https://dailyprogress.com/search/?f=rss&t=article&l=50,dailyprogress.com,Regional,False
VA - Staunton News Leader,https://www.newsleader.com/rss/,newsleader.com,Regional,False
VA - Winchester Star,https://www.winchesterstar.com/search/?f=rss&t=article&l=50,winchesterstar.com,Regional,False
VA - Virginia Business Journal,https://www.bizjournals.com/virginia/feed/latest/,bizjournals.com,Regional,False
VA - Virginia Mercury,https://virginiamercury.com/feed/,virginiamercury.com,Regional,False
WA - Seattle Post-Intelligencer,https://www.seattlepi.com/seattlenews/feed/,seattlepi.com,Regional,False
WA - Spokane Spokesman-Review,https://www.spokesman.com/feed/,spokesman.com,Regional,False
WA - Tacoma News Tribune,https://www.thenewstribune.com/news/local/rss,thenewstribune.com,Regional,False
WA - Bellingham Herald,https://www.bellinghamherald.com/news/local/rss,bellinghamherald.com,Regional,False
WA - Olympian,https://www.theolympian.com/news/local/rss,theolympian.com,Regional,False
WA - Tri-City Herald,https://www.tri-cityherald.com/news/local/rss,tri-cityherald.com,Regional,False
WA - Wenatchee World,https://www.wenatcheeworld.com/search/?f=rss&t=article&l=50,wenatcheeworld.com,Regional,False
WA - Yakima Herald-Republic,https://www.yakimaherald.com/search/?f=rss&t=article&l=50,yakimaherald.com,Regional,False
WA - Seattle Business Journal,https://www.bizjournals.com/seattle/feed/latest/,bizjournals.com,Regional,False
WA - Crosscut,https://crosscut.com/feed,crosscut.com,Regional,False
DC - Politico,https://www.politico.com/rss/politicopicks.xml,politico.com,General,True
DC - DCist,https://dcist.com/feed,dcist.com,General,False
DC - Washington City Paper,https://washingtoncitypaper.com/feed/,washingtoncitypaper.com,General,False
DC - Washington Business Journal,https://www.bizjournals.com/washington/feed/latest/,bizjournals.com,General,False
WV - Charleston Gazette-Mail,https://www.wvgazettemail.com/search/?f=rss&t=article&l=50,wvgazettemail.com,Regional,False
WV - Huntington Herald-Dispatch,https://www.herald-dispatch.com/search/?f=rss&t=article&l=50,herald-dispatch.com,Regional,False
WV - Parkersburg News & Sentinel,https://www.newsandsentinel.com/search/?f=rss&t=article&l=50,newsandsentinel.com,Regional,False
WV - Wheeling Intelligencer,https://www.theintelligencer.net/search/?f=rss&t=article&l=50,theintelligencer.net,Regional,False
WV - West Virginia MetroNews,https://wvmetronews.com/feed/,wvmetronews.com,Regional,False
WV - Mountain State Spotlight,https://mountainstatespotlight.org/feed/,mountainstatespotlight.org,Regional,False
WI - Milwaukee Journal Sentinel,https://www.jsonline.com/arcio/rss/,jsonline.com,Regional,False
WI - Madison Wisconsin State Journal,https://madison.com/wsj/search/?f=rss&t=article&l=50,madison.com,Regional,False
WI - Green Bay Press-Gazette,https://www.greenbaypressgazette.com/rss/,greenbaypressgazette.com,Regional,False
WI - Appleton Post-Crescent,https://www.postcrescent.com/rss/,postcrescent.com,Regional,False
WI - Racine Journal Times,https://journaltimes.com/search/?f=rss&t=article&l=50,journaltimes.com,Regional,False
WI - Sheboygan Press,https://www.sheboyganpress.com/rss/,sheboyganpress.com,Regional,False
WI - Oshkosh Northwestern,https://www.thenorthwestern.com/rss/,thenorthwestern.com,Regional,False
WI - Fond du Lac Reporter,https://www.fdlreporter.com/rss/,fdlreporter.com,Regional,False
WI - Wausau Daily Herald,https://www.wausaudailyherald.com/rss/,wausaudailyherald.com,Regional,False
WI - Stevens Point Journal,https://www.stevenspointjournal.com/rss/,stevenspointjournal.com,Regional,False
WI - La Crosse Tribune,https://lacrossetribune.com/search/?f=rss&t=article&l=50,lacrossetribune.com,Regional,False
WI - Milwaukee Business Journal,https://www.bizjournals.com/milwaukee/feed/latest/,bizjournals.com,Regional,False
WI - Wisconsin Watch,https://wisconsinwatch.org/feed/,wisconsinwatch.org,Regional,False
WI - WisContext,https://www.wiscontext.org/feed/,wiscontext.org,Regional,False
WY - Wyoming Tribune Eagle,https://www.wyomingnews.com/search/?f=rss&t=article&l=50,wyomingnews.com,Regional,False
WY - Casper Star-Tribune,https://trib.com/search/?f=rss&t=article&l=50,trib.com,Regional,False
WY - Laramie Boomerang,https://www.laramieboomerang.com/search/?f=rss&t=article&l=50,laramieboomerang.com,Regional,False
WY - Gillette News Record,https://www.gillettenewsrecord.com/search/?f=rss&t=article&l=50,gillettenewsrecord.com,Regional,False
WY - WyoFile,https://wyofile.com/feed/,wyofile.com,Regional,False
National - ProPublica,https://feeds.propublica.org/propublica/main,feeds.propublica.org,General,False
National - The Intercept,https://theintercept.com/feed/?rss,theintercept.com,General,False
National - Mother Jones,https://www.motherjones.com/feed/,motherjones.com,General,False
National - The Atlantic,https://www.theatlantic.com/feed/all/,theatlantic.com,General,False
National - Vox,https://www.vox.com/rss/index.xml,vox.com,General,False
National - Slate,https://slate.com/feeds/all.rss,slate.com,General,False
National - Quartz,https://qz.com/feed,qz.com,General,False
National - BuzzFeed News,https://www.buzzfeednews.com/rss,buzzfeednews.com,General,False
National - Salon,https://www.salon.com/feed,salon.com,General,False
National - Truthdig,https://www.truthdig.com/feed/,truthdig.com,General,False
National - The Nation,https://www.thenation.com/feed/?post-type=article,thenation.com,General,False
National - New Republic,https://newrepublic.com/feed,newrepublic.com,General,False
National - In These Times,https://inthesetimes.com/feed,inthesetimes.com,General,False
National - Grist,https://grist.org/feed/,grist.org,General,False
National - Governing,https://www.governing.com/rss/all/,governing.com,General,False
National - Pew Stateline,https://stateline.org/feed/,stateline.org,General,False
National - Pulitzer Center,https://pulitzercenter.org/feed,pulitzercenter.org,General,False
National - OpenSecrets,https://www.opensecrets.org/news/feed,opensecrets.org,General,False
National - The Markup,https://themarkup.org/feed/,themarkup.org,General,False
National - Rest of World,https://restofworld.org/feed/,restofworld.org,General,False
TV - WBAL Baltimore,https://www.wbaltv.com/news/rss,wbaltv.com,Broadcast/Radio,False
TV - WBZ Boston,https://www.cbsnews.com/boston/latest/rss/,cbsnews.com,Broadcast/Radio,False
TV - WGN Chicago,https://wgntv.com/feed/,wgntv.com,Broadcast/Radio,False
TV - WEWS Cleveland,https://www.news5cleveland.com/rss,news5cleveland.com,Broadcast/Radio,False
TV - WFAA Dallas,https://www.wfaa.com/feeds/syndication/rss/news,wfaa.com,Broadcast/Radio,False
TV - KUSA Denver,https://www.9news.com/feeds/syndication/rss/news,9news.com,Broadcast/Radio,False
TV - WXYZ Detroit,https://www.wxyz.com/rss,wxyz.com,Broadcast/Radio,False
TV - KHOU Houston,https://www.khou.com/feeds/syndication/rss/news,khou.com,Broadcast/Radio,False
TV - WTHR Indianapolis,https://www.wthr.com/rss,wthr.com,Broadcast/Radio,False
TV - WDSU New Orleans,https://www.wdsu.com/rss,wdsu.com,Broadcast/Radio,False
TV - WNBC New York,https://www.nbcnewyork.com/news/local/feed/,nbcnewyork.com,Broadcast/Radio,False
TV - KPHO Phoenix,https://www.azfamily.com/rss,azfamily.com,Broadcast/Radio,False
TV - WPXI Pittsburgh,https://www.wpxi.com/rss,wpxi.com,Broadcast/Radio,False
TV - KOIN Portland,https://www.koin.com/feed/,koin.com,Broadcast/Radio,False
TV - KCRA Sacramento,https://www.kcra.com/rss,kcra.com,Broadcast/Radio,False
TV - KSAT San Antonio,https://www.ksat.com/rss,ksat.com,Broadcast/Radio,False
TV - KGTV San Diego,https://www.10news.com/rss,10news.com,Broadcast/Radio,False
TV - KGO San Francisco,https://abc7news.com/feed/,abc7news.com,Broadcast/Radio,False
TV - KOMO Seattle,https://komonews.com/feed/,komonews.com,Broadcast/Radio,False
TV - WTTG Washington DC,https://www.fox5dc.com/rss,fox5dc.com,Broadcast/Radio,False
TV - WTMJ Milwaukee,https://www.tmj4.com/rss,tmj4.com,Broadcast/Radio,False
TV - KARE Minneapolis,https://www.kare11.com/feeds/syndication/rss/news,kare11.com,Broadcast/Radio,False
TV - WESH Orlando,https://www.wesh.com/rss,wesh.com,Broadcast/Radio,False
TV - WFTS Tampa,https://www.abcactionnews.com/rss,abcactionnews.com,Broadcast/Radio,False
TV - WPLG Miami,https://www.local10.com/rss,local10.com,Broadcast/Radio,False
TV - WSB Atlanta,https://www.wsbtv.com/rss,wsbtv.com,Broadcast/Radio,False
TV - WRAL Raleigh,https://www.wral.com/rss/,wral.com,Broadcast/Radio,False
TV - WCNC Charlotte,https://www.wcnc.com/feeds/syndication/rss/news,wcnc.com,Broadcast/Radio,False
TV - WAVY Norfolk,https://www.wavy.com/feed/,wavy.com,Broadcast/Radio,False
TV - WLWT Cincinnati,https://www.wlwt.com/rss,wlwt.com,Broadcast/Radio,False
Radio - WBEZ Chicago,https://www.wbez.org/feed/news,wbez.org,Broadcast/Radio,False
Radio - WAMU Washington DC,https://wamu.org/feed/news,wamu.org,Broadcast/Radio,False
Radio - KQED San Francisco,https://www.kqed.org/news/feed,kqed.org,Broadcast/Radio,False
Radio - WNYC New York,https://www.wnyc.org/feed/,wnyc.org,Broadcast/Radio,False
Radio - KPCC Los Angeles,https://www.kpcc.org/rss/news/latest,kpcc.org,Broadcast/Radio,False
Radio - WBUR Boston,https://www.wbur.org/rss/,wbur.org,Broadcast/Radio,False
Radio - WDET Detroit,https://wdet.org/feed/,wdet.org,Broadcast/Radio,False
Radio - KPBS San Diego,https://www.kpbs.org/rss,kpbs.org,Broadcast/Radio,False
Radio - WOSU Columbus,https://radio.wosu.org/term/news/feed,radio.wosu.org,Broadcast/Radio,False
Radio - WUSF Tampa,https://wusfnews.wusf.usf.edu/feed,wusfnews.wusf.usf.edu,Broadcast/Radio,False
Radio - WESA Pittsburgh,https://www.wesa.fm/feed,wesa.fm,Broadcast/Radio,False
Radio - KJZZ Phoenix,https://kjzz.org/rss.xml,kjzz.org,Broadcast/Radio,False
Radio - KUOW Seattle,https://www.kuow.org/rss,kuow.org,Broadcast/Radio,False
Radio - WPLN Nashville,https://wpln.org/feed/,wpln.org,Broadcast/Radio,False
Radio - WWNO New Orleans,https://www.wwno.org/rss,wwno.org,Broadcast/Radio,False
Radio - KCUR Kansas City,https://www.kcur.org/feed,kcur.org,Broadcast/Radio,False
Radio - KUER Salt Lake City,https://www.kuer.org/feed,kuer.org,Broadcast/Radio,False
Radio - WFIT Melbourne FL,https://www.wfit.org/rss,wfit.org,Broadcast/Radio,False
Radio - WFPL Louisville,https://wfpl.org/feed/,wfpl.org,Broadcast/Radio,False
Radio - KBIA Columbia MO,https://www.kbia.org/feed,kbia.org,Broadcast/Radio,False
